id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
783,0.000009,udp,-,INT,2,0,224,0,111111.1072,254,0,99555552,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,112,0,0,0,7,2,2,1,1,2,0,0,0,3,2,0,Shellcode,1
784,0.000008,br-sat-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,Analysis,1
785,0.495706,tcp,http,FIN,10,6,566,268,30.259872,254,252,8230.685547,3615.046143,2,1,52.562111,80.687398,2888.23733,119.897492,255,2551071583,2107327072,255,0.151968,0.092265,0.059703,57,45,1,0,5,1,1,1,1,4,0,0,1,1,4,0,Fuzzers,1
786,0.000008,br-sat-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,DoS,1
787,0.000009,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
788,0.000008,br-sat-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,Exploits,1
789,1.305125,tcp,-,FIN,10,6,546,268,11.493152,254,252,3015.802979,1373.048584,2,1,134.402778,249.65,7838.685514,335.855406,255,1467191071,1501019528,255,0.207137,0.05687,0.150267,55,45,0,0,3,1,2,2,1,3,0,0,0,2,3,0,Fuzzers,1
790,0.000008,br-sat-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,Exploits,1
791,1.642084,tcp,-,FIN,10,8,564,354,10.352698,254,252,2474.903809,1510.276001,2,1,179.922111,207.239,10446.10309,302.910312,255,713560228,959599584,255,0.417609,0.191406,0.226203,56,44,0,0,1,1,2,1,1,1,0,0,0,2,5,0,Reconnaissance,1
792,3.29123,tcp,ftp,FIN,24,22,1244,1608,13.6727,62,252,2899.827637,3731.12793,7,9,143.053696,161.684707,9531.948183,12102.01897,255,3254411315,1054859663,255,0.121915,0.057533,0.064382,52,73,0,0,1,1,2,1,1,2,1,1,0,3,1,0,Exploits,1
793,0.000008,sun-nd,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,DoS,1
794,0.678804,tcp,-,FIN,10,8,546,354,25.044049,254,252,5798.434082,3653.484863,2,1,73.359,84.67657,4592.644134,135.414719,255,416092099,2003928637,255,0.154718,0.08606,0.068658,55,44,0,0,9,1,1,1,1,6,0,0,0,2,6,0,Fuzzers,1
795,0.000008,sun-nd,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,Exploits,1
796,0.500246,tcp,-,FIN,10,6,546,268,29.985248,254,252,7868.128906,3582.237549,2,1,52.087111,63.491801,2964.717494,96.633555,255,2721662059,3020139847,255,0.239857,0.182778,0.057079,55,45,0,0,7,1,2,2,1,7,0,0,0,2,7,0,Fuzzers,1
797,0.000008,sun-nd,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,Exploits,1
798,0.302907,tcp,-,FIN,10,6,546,268,49.520151,254,252,12994.08789,5916.007324,2,1,32.346778,47.633398,1712.354487,67.856414,255,216066057,557234488,255,0.120329,0.064734,0.055595,55,45,0,0,7,1,2,2,1,7,0,0,0,2,7,0,Fuzzers,1
799,0.000008,sun-nd,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,Exploits,1
800,0.000008,wb-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,DoS,1
801,1.578096,tcp,smtp,FIN,50,24,41257,1838,46.258275,62,252,204965.9844,8932.283203,22,8,32.20604,65.790477,2231.073344,75.365906,255,341151664,1257167305,255,0.093509,0.064093,0.029416,825,77,0,0,1,1,1,1,1,1,0,0,0,3,1,0,Exploits,1
802,0.000008,wb-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Exploits,1
803,0.467829,tcp,-,FIN,10,6,546,268,32.062998,254,252,8413.331055,3830.459473,2,1,50.486778,77.572398,2669.991113,129.34543,255,718134950,1980796855,255,0.18625,0.079965,0.106285,55,45,0,0,7,1,2,2,1,7,0,0,0,2,7,0,Fuzzers,1
804,0.614827,tcp,-,FIN,10,8,546,354,27.650055,254,252,6401.80127,4033.655029,2,1,63.578667,78.21643,3889.691266,121.601977,255,188208382,3542175895,255,0.127863,0.067303,0.06056,55,44,0,0,7,1,2,2,1,7,0,0,0,2,7,0,Fuzzers,1
805,0.444697,tcp,-,FIN,10,6,546,268,33.730833,254,252,8850.970703,4029.710205,2,1,45.354778,74.366398,2394.796778,116.335844,255,1965764569,1370647605,255,0.140302,0.07286,0.067442,55,45,0,0,7,1,2,2,1,7,0,0,0,2,7,0,Fuzzers,1
806,0.591822,tcp,-,FIN,10,8,546,354,28.724852,254,252,6650.647949,4190.44873,2,1,60.965556,74.32157,3883.25371,111.284289,255,1495858205,2994464184,255,0.122726,0.071563,0.051163,55,44,0,0,7,1,2,2,1,7,0,0,0,3,7,0,Fuzzers,1
807,0.229571,tcp,http,FIN,10,6,964,268,65.339263,254,252,30247.72266,7805.86377,2,1,25.507889,39.036199,1240.404368,71.182141,255,446672354,3538503304,255,0.06813,0.014487,0.053643,96,45,1,0,1,1,1,1,1,1,0,0,1,1,3,0,Exploits,1
808,0.000003,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
809,0.000008,vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,1,1,4,0,0,0,2,3,0,Analysis,1
810,0.229942,tcp,http,FIN,10,6,956,268,65.233843,254,252,29955.38086,7793.27002,2,1,23.159,41.892,1216.74471,65.236617,255,2452863364,2859875520,255,0.069545,0.02048,0.049065,96,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
811,0.000008,vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,1,1,4,0,0,0,2,3,0,DoS,1
812,0.000008,vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,1,1,4,0,0,0,2,3,0,DoS,1
813,0.000009,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
814,1.741589,tcp,http,FIN,10,8,1094,354,9.761201,254,252,4524.604004,1423.986938,2,1,193.410222,237.069422,13158.7184,359.63675,255,124271357,711228377,255,0.153604,0.082097,0.071507,109,44,1,0,1,1,2,1,1,1,0,0,1,2,1,0,Exploits,1
815,0.210218,tcp,http,FIN,12,26,870,28312,176.007766,62,252,30368.47461,1036029.25,2,11,19.110728,7.89992,1052.394999,1087.5535,255,2950454823,3555019045,255,0.058787,0.007879,0.050908,73,1089,1,13390,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
816,0.912818,tcp,smtp,FIN,52,24,45569,1882,82.163146,254,252,391692.5313,15810.37988,23,8,17.898392,39.362566,1286.732995,43.78393,255,3351184374,1855602343,255,0.052522,0.006533,0.045989,876,78,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS,1
817,0.000006,ttp,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,DoS,1
818,0.000008,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
819,0.000006,ttp,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,Exploits,1
820,0.866326,tcp,smtp,FIN,24,20,6379,1694,49.634896,62,252,56459.11719,14867.38281,9,8,37.666347,44.024211,1926.298082,53.314047,255,2751465580,2144774759,255,0.070925,0.029236,0.041689,266,85,0,0,1,1,2,1,1,1,0,0,0,3,1,0,Exploits,1
821,0.000006,vines,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,Exploits,1
822,4.23501,tcp,http,FIN,46,236,2314,308456,66.351671,254,252,4276.730957,580209.25,2,116,94.089292,17.785219,4511.060777,2129.54145,255,3840933853,1541394341,255,0.206742,0.108835,0.097907,50,1307,1,149237,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1
823,0.000006,vines,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,Exploits,1
824,0.496439,tcp,-,FIN,10,6,1460,268,30.215192,254,252,21174.80664,3609.708252,2,1,51.877,84.258,2788.90852,125.273914,255,3776104972,4282011299,255,0.136269,0.075146,0.061123,146,45,0,0,6,1,1,1,1,5,0,0,0,1,5,0,Fuzzers,1
825,0.000006,vines,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,Exploits,1
826,0.698342,tcp,-,FIN,10,6,2062,268,21.479446,254,252,21261.78711,2566.077881,2,1,72.124556,111.974203,3795.107817,155.160438,255,1964404802,953969827,255,0.207562,0.13847,0.069092,206,45,0,0,2,1,1,1,1,3,0,0,0,1,2,0,Fuzzers,1
827,0.644017,tcp,-,FIN,10,6,1524,268,23.291311,254,252,17043.0293,2782.5354,2,1,66.345444,116.936602,3417.217886,182.551672,255,4248140362,2928049309,255,0.197419,0.059325,0.138094,152,45,0,0,6,1,1,1,1,5,0,0,0,1,5,0,Fuzzers,1
828,0.000003,nsfnet-igp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,1,1,4,0,0,0,2,4,0,Fuzzers,1
829,0.930911,tcp,-,FIN,10,6,1844,268,16.113248,254,252,14265.5957,1924.996094,2,1,88.344778,167.974406,4785.059484,241.559969,255,183220784,2880800026,255,0.191137,0.091035,0.100102,184,45,0,0,3,1,1,1,1,2,0,0,0,3,2,0,Fuzzers,1
830,0.000003,nsfnet-igp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,1,1,4,0,0,0,2,4,0,DoS,1
831,0.664591,tcp,-,FIN,10,6,718,268,22.570272,254,252,7788.248535,2696.395264,2,1,68.299444,116.689203,3742.550807,176.603219,255,3748616110,2682093330,255,0.152146,0.081136,0.07101,72,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Fuzzers,1
832,0.000003,nsfnet-igp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,1,1,4,0,0,0,2,4,0,DoS,1
833,1.258327,tcp,-,FIN,10,8,1294,354,13.510002,254,252,7406.659668,1970.87085,2,1,139.814111,166.729859,7789.243822,316.148656,255,1013016513,1307520993,255,0.164327,0.090479,0.073848,129,44,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Fuzzers,1
834,0.000003,nsfnet-igp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,1,1,4,0,0,0,2,4,0,Exploits,1
835,0.000008,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,84,0,0,0,4,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
836,0.000003,dgp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,1,1,1,5,0,0,0,6,5,0,Fuzzers,1
837,0.648673,tcp,-,FIN,10,6,2062,268,23.124132,254,252,22889.80664,2762.562988,2,1,71.964889,110.145797,3816.949895,167.565125,255,707442937,4032106574,255,0.183764,0.097936,0.085828,206,45,0,0,4,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
838,0.000003,dgp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,1,1,1,5,0,0,0,6,5,0,DoS,1
839,0.780763,tcp,-,FIN,10,6,2292,268,19.211977,254,252,21138.29688,2295.190918,2,1,83.760889,143.614,4779.368479,231.648406,255,317135121,3994413583,255,0.169301,0.062683,0.106618,229,45,0,0,6,1,1,1,1,5,0,0,0,1,5,0,Fuzzers,1
840,0.000003,dgp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,1,1,1,5,0,0,0,6,5,0,DoS,1
841,2.690916,tcp,smtp,FIN,46,24,39304,1974,25.641825,62,252,114310.5156,5624.850098,20,8,59.77718,113.419914,4374.811304,140.450953,255,1030279308,789581536,255,0.167546,0.082255,0.085291,854,82,0,0,1,1,2,1,1,4,0,0,0,2,1,0,Exploits,1
842,0.854481,tcp,-,FIN,10,8,550,354,19.895118,254,252,4634.39209,2902.34668,2,1,94.942333,103.027711,4930.148174,200.948656,255,153749177,2872356542,255,0.199608,0.132603,0.067005,55,44,0,0,4,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
843,0.000003,dgp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,1,1,1,5,0,0,0,6,5,0,DoS,1
844,0.862454,tcp,-,FIN,10,6,622,268,17.392232,254,252,5194.47998,2077.791992,2,1,92.822667,142.650594,4847.024697,236.823625,255,3373552375,1585484148,255,0.221012,0.149195,0.071817,62,45,0,0,4,1,2,2,2,4,0,0,0,2,4,0,Fuzzers,1
845,0.000003,dgp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,1,1,1,5,0,0,0,6,5,0,Exploits,1
846,0.862454,tcp,-,FIN,10,6,622,268,17.392232,254,252,5194.47998,2077.791992,2,1,92.822667,142.650594,4847.024697,236.823625,255,3373552375,1585484148,255,0.221012,0.149195,0.071817,62,45,0,0,4,1,2,2,2,4,0,0,0,2,4,0,Fuzzers,1
847,1.058314,tcp,-,FIN,80,16,96806,698,89.765422,254,252,722628.6875,4951.271484,37,1,13.166152,57.590199,1427.143003,71.070336,255,87408853,525499210,255,0.274594,0.194452,0.080142,1210,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
848,0.480618,tcp,-,FIN,10,6,2062,268,31.209817,254,252,30893.55859,3728.532959,2,1,53.276667,78.026602,2638.884118,120.302703,255,2049892311,3544047251,255,0.141628,0.090476,0.051152,206,45,0,0,6,1,2,2,1,6,0,0,0,2,7,0,Fuzzers,1
849,0.000003,eigrp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Exploits,1
850,0.561693,tcp,-,FIN,14,6,6830,268,33.826306,254,252,90341.16406,3190.354736,4,1,43.207153,97.339,2561.195544,160.061516,255,695991683,2897607389,255,0.134237,0.074238,0.059999,488,45,0,0,6,1,2,1,1,6,0,0,0,1,7,0,Fuzzers,1
851,0.000003,tcf,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Exploits,1
852,0.821876,tcp,-,FIN,12,8,1206,752,23.117843,254,252,10765.61426,6404.859375,3,2,74.715999,105.240289,3798.49462,153.983172,255,874502595,1887497860,255,0.150818,0.084486,0.066332,101,94,0,0,5,1,1,1,1,5,0,0,0,1,5,0,Fuzzers,1
853,0.000003,tcf,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Exploits,1
854,0.469708,tcp,-,FIN,10,6,910,268,31.934734,254,252,13949.0918,3815.13623,2,1,49.486,73.284398,2545.361273,104.033086,255,1009315072,3283516264,255,0.179538,0.103277,0.076261,91,45,0,0,5,1,1,1,1,5,0,0,0,1,5,0,Fuzzers,1
855,0.000008,ospf,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,DoS,1
856,0.000008,ospf,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,Exploits,1
857,0.806499,tcp,-,FIN,12,8,1270,718,23.558616,254,252,11556.12109,6239.313477,3,2,65.503273,98.150141,3476.568212,122.417758,255,2615553385,2615880039,255,0.267578,0.119447,0.148131,106,90,0,0,5,1,2,2,2,5,0,0,0,2,5,0,Fuzzers,1
858,0.000008,ospf,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,Exploits,1
859,0.898723,tcp,-,FIN,12,8,1112,734,21.141108,254,252,9079.549805,5723.676758,3,2,75.191366,118.147859,3921.315006,166.317953,255,2294725744,3130111740,255,0.198265,0.07168,0.126585,93,92,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
860,0.000005,sprite-rpc,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,Analysis,1
861,1.211704,tcp,http,FIN,10,8,746,354,14.029829,254,252,4436.727051,2046.704468,2,1,134.621556,158.847141,7401.901089,306.021813,255,461818752,4090296488,255,0.175336,0.099771,0.075565,75,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
862,0.000005,larp,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,11,6,0,DoS,1
863,1.297416,tcp,-,FIN,12,10,1168,860,16.186019,254,252,6603.895996,4772.563477,3,2,113.980635,135.092109,8199.962135,173.532406,255,3239871836,3672992424,255,0.1636,0.081554,0.082046,97,86,0,0,4,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
864,0.000005,larp,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,11,6,0,Exploits,1
865,1.188517,tcp,-,FIN,12,10,3058,812,17.669079,254,252,18873.94141,4920.417969,3,2,107.964,117.668445,6605.730201,168.190969,255,986300555,1147266268,255,0.209282,0.129492,0.07979,255,81,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
866,1.249461,tcp,-,FIN,12,8,1230,706,15.206556,254,252,7222.313965,3956.906006,3,2,113.587366,163.012719,6004.890864,259.051188,255,2100371008,3992890370,255,0.177709,0.107894,0.069815,103,88,0,0,4,1,1,1,1,2,0,0,0,3,2,0,Fuzzers,1
867,0.000008,mtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,11,6,0,Reconnaissance,1
868,0.000001,udp,-,INT,2,0,168,0,1000000.003,254,0,672000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,84,0,0,0,4,2,2,1,1,1,0,0,0,3,1,0,Reconnaissance,1
869,1.0163,tcp,-,FIN,12,8,1046,712,18.695268,254,252,7548.952148,4904.063965,3,2,86.691548,128.03143,4673.086914,182.333516,255,2007350869,2349225611,255,0.166013,0.120075,0.045938,87,89,0,0,5,1,1,1,1,2,0,0,0,2,2,0,Fuzzers,1
870,0.000008,mtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,11,6,0,DoS,1
871,1.239806,tcp,-,FIN,10,8,564,354,13.711822,254,252,3277.932129,2000.312866,2,1,130.609333,166.331578,9336.550349,228.149641,255,2864051007,140577157,255,0.152934,0.075484,0.07745,56,44,0,0,3,1,2,1,1,2,0,0,0,2,1,0,Reconnaissance,1
872,0.000008,mtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,11,6,0,Exploits,1
873,0.898622,tcp,-,FIN,12,8,3060,732,21.143485,254,252,24971.56836,5706.515137,3,2,81.610276,118.21957,4072.646237,161.264203,255,1886353066,1873119420,255,0.158346,0.071084,0.087262,255,92,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
874,0.000008,mtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,11,6,0,Exploits,1
875,2.064881,tcp,http,FIN,10,10,834,1090,9.201498,62,252,2909.610596,3800.703125,2,2,229.431222,216.611109,13627.95412,395.320031,255,2040571452,3374864043,255,0.182402,0.08646,0.095942,83,109,1,82,2,1,2,1,1,1,0,0,1,1,1,0,Exploits,1
876,2.512475,tcp,-,FIN,12,10,1074,826,8.358292,254,252,3136.349609,2368.97876,3,2,228.406813,261.822,12795.73796,400.364844,255,1257647060,3542722893,255,0.284762,0.155356,0.129406,90,83,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
877,4.011219,tcp,smtp,FIN,160,42,187370,2788,50.109455,62,252,371356.4375,5428.773438,77,8,25.227793,96.027047,2448.478106,115.448344,255,3802059036,4111350272,255,0.172609,0.073466,0.099143,1171,66,0,0,1,1,9,1,1,1,0,0,0,1,1,0,Exploits,1
878,1.265954,tcp,-,FIN,24,10,23576,440,26.067298,254,252,142779.2813,2502.460449,9,1,55.000347,132.593109,4847.758283,240.57275,255,2480568933,2212375296,255,0.133409,0.072615,0.060794,982,44,0,0,5,1,1,1,1,2,0,0,0,4,2,0,Exploits,1
879,1.24516,tcp,-,FIN,10,8,910,354,13.652864,254,252,5261.974609,1991.711914,2,1,126.303667,157.496859,6871.560354,263.383219,255,1284652860,1467139400,255,0.267327,0.142674,0.124653,91,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Fuzzers,1
880,0.000009,ax.25,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,10,6,0,DoS,1
881,1.187146,tcp,-,FIN,10,8,1294,354,14.320059,254,252,7850.761719,2089.043945,2,1,129.199889,148.571,7026.984125,252.118937,255,2738086951,1977169622,255,0.282778,0.147139,0.135639,129,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
882,0.000009,ax.25,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,10,6,0,Exploits,1
883,2.611304,tcp,http,FIN,14,26,976,24944,14.935067,62,252,2778.688232,73480.53125,2,10,200.869543,97.648236,12997.74222,9840.286876,255,3357100167,3521968650,255,0.293111,0.169416,0.123695,70,959,1,0,3,1,3,2,1,1,0,0,1,2,1,0,Exploits,1
884,0.000009,ipip,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,10,6,0,Reconnaissance,1
885,2.19555,tcp,-,FIN,10,8,564,354,7.742935,254,252,1851.016846,1129.557495,2,1,238.802889,294.852438,17798.62981,468.7905,255,3900346572,3154403465,255,0.24692,0.131582,0.115338,56,44,0,0,1,1,3,1,1,2,0,0,0,1,3,0,Reconnaissance,1
886,0.000009,ipip,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,10,6,0,DoS,1
887,1.56522,tcp,-,FIN,12,8,982,706,12.138869,254,252,4605.103516,3158.661377,3,2,142.197818,202.749,7091.784864,278.790781,255,3011721400,1720409983,255,0.307792,0.145976,0.161816,82,88,0,0,6,1,1,1,1,4,0,0,0,3,4,0,Fuzzers,1
888,0.877109,tcp,-,FIN,12,8,1144,736,21.662074,254,252,9567.795898,5873.842285,3,2,73.777729,113.114711,3769.855182,160.211953,255,2987718209,3422972239,255,0.154876,0.085297,0.069579,95,92,0,0,5,1,1,1,1,2,0,0,0,2,2,0,Fuzzers,1
889,0.000009,ipip,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,10,6,0,Exploits,1
890,1.350991,tcp,-,FIN,12,10,1326,824,15.544145,254,252,7200.640137,4393.811523,3,2,118.215635,138.376219,7491.89703,174.902391,255,3158242287,3409292863,255,0.193201,0.105597,0.087604,111,82,0,0,5,1,1,1,1,2,0,0,0,3,2,0,Fuzzers,1
891,0.000009,ipip,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,10,6,0,Exploits,1
892,0.000012,udp,-,INT,2,0,1524,0,83333.33039,254,0,507999968,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,762,0,0,0,3,2,2,1,1,1,0,0,0,1,3,0,Exploits,1
